"filename", "language", "Markdown", "Ini", "XML", "JSON", "Batch", "TypeScript", "JSON with Comments", "TypeScript JSX", "Properties", "Java", "JavaScript", "HTML", "CSS", "comment", "blank", "total"
"/Users/atylmaz/Desktop/Github/Akilha/desktop.ini", "Ini", 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7
"/Users/atylmaz/Desktop/Github/Akilha/front/App.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 51, 0, 0, 0, 0, 0, 0, 5, 56
"/Users/atylmaz/Desktop/Github/Akilha/front/api-docs.json", "JSON", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"/Users/atylmaz/Desktop/Github/Akilha/front/api/Client.ts", "TypeScript", 0, 0, 0, 0, 0, 63, 0, 0, 0, 0, 0, 0, 0, 8, 12, 83
"/Users/atylmaz/Desktop/Github/Akilha/front/api/CompartmentApi.ts", "TypeScript", 0, 0, 0, 0, 0, 75, 0, 0, 0, 0, 0, 0, 0, 14, 9, 98
"/Users/atylmaz/Desktop/Github/Akilha/front/api/ConnectWebSocket.ts", "TypeScript", 0, 0, 0, 0, 0, 128, 0, 0, 0, 0, 0, 0, 0, 9, 24, 161
"/Users/atylmaz/Desktop/Github/Akilha/front/api/DeviceApi.ts", "TypeScript", 0, 0, 0, 0, 0, 134, 0, 0, 0, 0, 0, 0, 0, 13, 17, 164
"/Users/atylmaz/Desktop/Github/Akilha/front/api/DeviceStore.ts", "TypeScript", 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 3, 22
"/Users/atylmaz/Desktop/Github/Akilha/front/api/JwtParser.ts", "TypeScript", 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 1, 4, 24
"/Users/atylmaz/Desktop/Github/Akilha/front/api/LoggingApi.ts", "TypeScript", 0, 0, 0, 0, 0, 145, 0, 0, 0, 0, 0, 0, 0, 37, 35, 217
"/Users/atylmaz/Desktop/Github/Akilha/front/api/UserApi.ts", "TypeScript", 0, 0, 0, 0, 0, 216, 0, 0, 0, 0, 0, 0, 0, 3, 25, 244
"/Users/atylmaz/Desktop/Github/Akilha/front/app.json", "JSON", 0, 0, 0, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 53
"/Users/atylmaz/Desktop/Github/Akilha/front/components/CustomDatePicker.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 184, 0, 0, 0, 0, 0, 4, 12, 200
"/Users/atylmaz/Desktop/Github/Akilha/front/components/DateDropDown.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 293, 0, 0, 0, 0, 0, 2, 17, 312
"/Users/atylmaz/Desktop/Github/Akilha/front/components/DateNavigationBar.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 406, 0, 0, 0, 0, 0, 1, 16, 423
"/Users/atylmaz/Desktop/Github/Akilha/front/components/DatePicker.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 170, 0, 0, 0, 0, 0, 5, 23, 198
